b_3	a_3	x_3	y_3		Forward info on b and a per 3 sink:			period 3 sink + tangent together:		-0.27695,1.2059761555840738
-0.2999 ,	1.173198507953394 ,	-0.02657353254957902 ,	-0.7497528011518759 ,		b	a	x	y		
-0.8523499999999392 ,	0.9897862211942662 ,	-0.25704657428820116 ,	-0.4075192295030291 ,							
-0.8523999999999392 ,	0.9898189153970416 ,	-0.2570679671754016 ,	-0.4074837581723585 ,							
-0.8524499999999392 ,	0.9898516311032314 ,	-0.2570893502369008 ,	-0.40744828804787386 ,							
-0.8524999999999392 ,	0.9898843468094212 ,	-0.25711073329885636 ,	-0.4074128179247302 ,							
-0.8525499999999392 ,	0.9899170732261512 ,	-0.2571321177556513 ,	-0.4073773523191242 ,							
-0.8525999999999392 ,	0.9899497996428812 ,	-0.25715350221244626 ,	-0.4073418867135182 ,							
-0.8526499999999392 ,	0.9899825475615215 ,	-0.2571748768418555 ,	-0.4073064223194263 ,							
-0.8526999999999392 ,	0.9900152954801618 ,	-0.25719625147173075 ,	-0.4072709579266834 ,							
-0.8527499999999392 ,	0.9900480541080977 ,	-0.2572176274932529 ,	-0.4072354980517055 ,							
-0.8527999999999392 ,	0.9900808127360337 ,	-0.257239003514775 ,	-0.4072000381767276 ,							
-0.8528499999999392 ,	0.9901135928646069 ,	-0.25726036970761723 ,	-0.4071645795189324 ,							
-0.8528999999999392 ,	0.9901463729931801 ,	-0.2572817359008923 ,	-0.4071291208624519 ,							
-0.8529499999999391 ,	0.9901791638298197 ,	-0.25730310348267343 ,	-0.4070936667240076 ,							
-0.8529999999999391 ,	0.9902119546664594 ,	-0.25732447106445455 ,	-0.4070582125855633 ,							
-0.8530499999999391 ,	0.9902447670024807 ,	-0.2573458288161761 ,	-0.40702275966987395 ,							
-0.8530999999999391 ,	0.9902775793385019 ,	-0.2573671865683681 ,	-0.4069873067555347 ,							
-0.8531499999999391 ,	0.9903104023813437 ,	-0.25738854570588376 ,	-0.4069518583594585 ,							
-0.8531999999999391 ,	0.9903432254241855 ,	-0.25740990484339943 ,	-0.40691640996338235 ,							
-0.8532499999999391 ,	0.9903760699651557 ,	-0.25743125414955487 ,	-0.40688096279569863 ,							
-0.8532999999999391 ,	0.9904089145061259 ,	-0.2574526034561686 ,	-0.40684551562935156 ,							
-0.8533499999999391 ,	0.9904417697529592 ,	-0.2574739541453128 ,	-0.40681007298183397 ,							
-0.8533999999999391 ,	0.9904746249997924 ,	-0.25749530483445704 ,	-0.4067746303343164 ,							
-0.8534499999999391 ,	0.9905075017426647 ,	-0.2575166456898199 ,	-0.4067391889198267 ,							
-0.8534999999999391 ,	0.9905403784855369 ,	-0.25753798654565063 ,	-0.4067037475066845 ,							
-0.8535499999999391 ,	0.9905732659338663 ,	-0.2575593287819441 ,	-0.40666831061357084 ,							
-0.8535999999999391 ,	0.9906061533821957 ,	-0.25758067101823756 ,	-0.4066328737204572 ,							
-0.8536499999999391 ,	0.9906390623250443 ,	-0.2576020034190809 ,	-0.4065974380656624 ,							
-0.8536999999999391 ,	0.9906719712678929 ,	-0.25762333582039054 ,	-0.40656200241220775 ,							
-0.8537499999999391 ,	0.9907048909149582 ,	-0.25764466959900506 ,	-0.40652657127901987 ,							
-0.853799999999939 ,	0.9907378105620235 ,	-0.2576660033776196 ,	-0.406491140145832 ,							
-0.853849999999939 ,	0.9907707517023663 ,	-0.2576873273194786 ,	-0.40645571025655997 ,							
-0.853899999999939 ,	0.9908036928427091 ,	-0.2577086512618262 ,	-0.40642028036864797 ,							
-0.853949999999939 ,	0.9908366446860222 ,	-0.25772997657830016 ,	-0.4063848550012155 ,							
-0.853999999999939 ,	0.9908695965293353 ,	-0.25775130189477413 ,	-0.40634942963378307 ,							
-0.854049999999939 ,	0.9909025698646959 ,	-0.25777261737322166 ,	-0.40631400551588337 ,							
-0.854099999999939 ,	0.9909355432000566 ,	-0.25779393285214613 ,	-0.4062785813993314 ,							
-0.854149999999939 ,	0.9909685272371476 ,	-0.2578152497020376 ,	-0.40624316180348435 ,							
-0.854199999999939 ,	0.9910015112742385 ,	-0.2578365665519291 ,	-0.40620774220763733 ,							
-0.854249999999939 ,	0.9910345168021297 ,	-0.2578578735625375 ,	-0.4061723238669442 ,							
-0.854299999999939 ,	0.9910675223300209 ,	-0.25787918057357806 ,	-0.4061369055275551 ,							
-0.854349999999939 ,	0.9911005385585102 ,	-0.25790048895257933 ,	-0.4061014917092271 ,							
-0.854399999999939 ,	0.9911335547869995 ,	-0.2579217973315806 ,	-0.4060660778908991 ,							
-0.854449999999939 ,	0.9911665925047883 ,	-0.2579430958696829 ,	-0.406030665333014 ,							
-0.854499999999939 ,	0.9911996302225772 ,	-0.2579643944082268 ,	-0.40599525277644455 ,							
-0.854549999999939 ,	0.9912326786399837 ,	-0.2579856943119228 ,	-0.40595984474145974 ,							
-0.854599999999939 ,	0.9912657270573901 ,	-0.2580069942156188 ,	-0.40592443670647493 ,							
-0.854649999999939 ,	0.9912987969627809 ,	-0.25802828427699437 ,	-0.40588902993738457 ,							
-0.854699999999939 ,	0.9913318668681717 ,	-0.2580495743388359 ,	-0.4058536231696266 ,							
-0.854749999999939 ,	0.99136494747209 ,	-0.25807086576287236 ,	-0.405818220923845 ,							
-0.8547999999999389 ,	0.9913980280760084 ,	-0.2580921571869088 ,	-0.40578281867806343 ,							
-0.8548499999999389 ,	0.9914311301662598 ,	-0.2581134387668153 ,	-0.4057474177032744 ,							
-0.8548999999999389 ,	0.9914642322565113 ,	-0.25813472034719664 ,	-0.4057120167298244 ,							
-0.8549499999999389 ,	0.9914973450444747 ,	-0.2581560032871773 ,	-0.40567662027905477 ,							
-0.8549999999999389 ,	0.9915304578324382 ,	-0.25817728622715796 ,	-0.40564122382828516 ,							
-0.8550499999999389 ,	0.9915635921053724 ,	-0.2581985593215629 ,	-0.40560582865391553 ,							
-0.8550999999999389 ,	0.9915967263783065 ,	-0.258219832416442 ,	-0.4055704334808826 ,							
-0.8551499999999389 ,	0.9916298713477258 ,	-0.25824110686778706 ,	-0.4055350428307549 ,							
-0.8551999999999389 ,	0.9916630163171452 ,	-0.25826238131913215 ,	-0.4054996521806272 ,							
-0.8552499999999389 ,	0.9916961827703011 ,	-0.258283645923659 ,	-0.4054642628124766 ,							
-0.8552999999999389 ,	0.9917293492234571 ,	-0.25830491052865656 ,	-0.4054288734456576 ,							
-0.8553499999999389 ,	0.9917625263719974 ,	-0.25832617648715883 ,	-0.4053934886021168 ,							
-0.8553999999999389 ,	0.9917957035205376 ,	-0.2583474424456611 ,	-0.40535810375857606 ,							
-0.8554499999999389 ,	0.9918289021512248 ,	-0.25836869855560285 ,	-0.4053227202021348 ,							
-0.8554999999999389 ,	0.991862100781912 ,	-0.2583899546660151 ,	-0.40528733664702304 ,							
-0.8555499999999389 ,	0.9918953101071293 ,	-0.25841121212729984 ,	-0.40525195761584826 ,							
-0.8555999999999389 ,	0.9919285194323466 ,	-0.25843246958858457 ,	-0.40521657858467347 ,							
-0.8556499999999388 ,	0.9919617502383552 ,	-0.25845371719991134 ,	-0.40518120084601705 ,							
-0.8556999999999388 ,	0.9919949810443638 ,	-0.2584749648116844 ,	-0.4051458231086648 ,							
-0.8557499999999388 ,	0.9920282225436936 ,	-0.25849621377125087 ,	-0.4051104498955103 ,							
-0.8557999999999388 ,	0.9920614640430234 ,	-0.2585174627308173 ,	-0.4050750766823558 ,							
-0.8558499999999388 ,	0.9920947270219171 ,	-0.25853870183913996 ,	-0.4050397047672212 ,							
-0.8558999999999388 ,	0.9921279900008109 ,	-0.2585599409479431 ,	-0.40500433285342274 ,							
-0.8559499999999388 ,	0.992161263671937 ,	-0.25858118140158504 ,	-0.40496896546418526 ,							
-0.8559999999999388 ,	0.9921945373430632 ,	-0.25860242185522697 ,	-0.4049335980749478 ,							
-0.8560499999999388 ,	0.9922278324921405 ,	-0.25862365245590857 ,	-0.4048982319888444 ,							
-0.8560999999999388 ,	0.9922611276412179 ,	-0.2586448830570466 ,	-0.4048628659040525 ,							
-0.8561499999999388 ,	0.9922944334817074 ,	-0.25866611500044373 ,	-0.40482750434451414 ,							
-0.8561999999999388 ,	0.992327739322197 ,	-0.2586873469438409 ,	-0.4047921427849758 ,							
-0.8562499999999388 ,	0.9923610666392843 ,	-0.2587085690328556 ,	-0.40475678253393155 ,							
-0.8562999999999388 ,	0.9923943939563715 ,	-0.25872979112234495 ,	-0.4047214222842146 ,							
-0.8563499999999388 ,	0.9924277319636593 ,	-0.25875101455098987 ,	-0.4046860665599746 ,							
-0.8563999999999388 ,	0.9924610699709471 ,	-0.2587722379796348 ,	-0.40465071083573456 ,							
-0.8564499999999388 ,	0.9924944294536155 ,	-0.25879345155267514 ,	-0.4046153564255171 ,							
-0.8564999999999388 ,	0.992527788936284 ,	-0.2588146651261978 ,	-0.40458000201663175 ,							
-0.8565499999999387 ,	0.9925611591080133 ,	-0.25883588003586455 ,	-0.4045446521335243 ,							
-0.8565999999999387 ,	0.9925945292797427 ,	-0.25885709494553133 ,	-0.40450930225041687 ,							
-0.8566499999999387 ,	0.992627920925416 ,	-0.25887829999810064 ,	-0.404473953686608 ,							
-0.8566999999999387 ,	0.9926613125710892 ,	-0.25889950505114234 ,	-0.4044386051241212 ,							
-0.8567499999999387 ,	0.9926947149048314 ,	-0.2589207114375398 ,	-0.40440326108790653 ,							
-0.8567999999999387 ,	0.9927281172385736 ,	-0.2589419178239373 ,	-0.40436791705169184 ,							
-0.8568499999999387 ,	0.9927615410449845 ,	-0.2589631143519084 ,	-0.40433257434018516 ,							
-0.8568999999999387 ,	0.9927949648513954 ,	-0.25898431088035734 ,	-0.40429723163000386 ,							
-0.8569499999999387 ,	0.9928283993447515 ,	-0.25900550873918626 ,	-0.4042618934464178 ,							
-0.8569999999999387 ,	0.9928618338381077 ,	-0.2590267065980152 ,	-0.4042265552628317 ,							
-0.8570499999999387 ,	0.9928952898026528 ,	-0.2590478945968903 ,	-0.4041912184091793 ,							
-0.8570999999999387 ,	0.992928745767198 ,	-0.25906908259624184 ,	-0.4041558815568492 ,							
-0.8571499999999387 ,	0.9929622124177503 ,	-0.25909027192321993 ,	-0.40412054923162877 ,							
-0.8571999999999387 ,	0.9929956790683026 ,	-0.259111461250198 ,	-0.40408521690640836 ,							
-0.8572499999999387 ,	0.9930291671887378 ,	-0.2591326407159275 ,	-0.4040498859165418 ,							
-0.8572999999999387 ,	0.993062655309173 ,	-0.25915382018210076 ,	-0.40401455492796545 ,							
-0.8573499999999387 ,	0.9930961541144272 ,	-0.2591750009728615 ,	-0.40397922846675727 ,							
-0.8573999999999387 ,	0.9931296529196814 ,	-0.25919618176362225 ,	-0.4039439020055491 ,							
-0.8574499999999387 ,	0.9931631731936 ,	-0.25921735269189644 ,	-0.4039085768851521 ,							
-0.8574999999999386 ,	0.9931966934675187 ,	-0.2592385236206398 ,	-0.4038732517660675 ,							
-0.8575499999999386 ,	0.993230224425245 ,	-0.25925969587114195 ,	-0.4038379311747903 ,							
-0.8575999999999386 ,	0.9932637553829713 ,	-0.2592808681216441 ,	-0.4038026105835131 ,							
-0.8576499999999386 ,	0.9932973078075946 ,	-0.25930203050774736 ,	-0.4037672913378978 ,							
-0.8576999999999386 ,	0.993330860232218 ,	-0.2593231928943007 ,	-0.40373197209357503 ,							
-0.8577499999999386 ,	0.9933644233400192 ,	-0.25934435660029875 ,	-0.4036966573779508 ,							
-0.8577999999999386 ,	0.9933979864478204 ,	-0.2593655203062968 ,	-0.40366134266232656 ,							
-0.8578499999999386 ,	0.9934315710211169 ,	-0.25938667414644095 ,	-0.40362602929760716 ,							
-0.8578999999999386 ,	0.9934651555944134 ,	-0.2594078279870624 ,	-0.40359071593420415 ,							
-0.8579499999999386 ,	0.9934987508496969 ,	-0.259428983144051 ,	-0.4035554070997092 ,							
-0.8579999999999386 ,	0.9935323461049803 ,	-0.2594501383010396 ,	-0.4035200982652143 ,							
-0.8580499999999386 ,	0.9935659628245492 ,	-0.25947128359101707 ,	-0.40348479078712207 ,							
-0.8580999999999386 ,	0.9935995795441181 ,	-0.2594924288814474 ,	-0.40344948331032127 ,							
-0.8581499999999386 ,	0.9936332069444894 ,	-0.2595135754852124 ,	-0.4034141803626755 ,							
-0.8581999999999386 ,	0.9936668343448607 ,	-0.25953472208897743 ,	-0.40337887741502976 ,							
-0.8582499999999386 ,	0.9937004832083098 ,	-0.2595558588245281 ,	-0.40334357582922886 ,							
-0.8582999999999386 ,	0.993734132071759 ,	-0.25957699556053815 ,	-0.4033082742447251 ,							
-0.8583499999999386 ,	0.9937677916148241 ,	-0.2595981336068517 ,	-0.40327297718961824 ,							
-0.8583999999999385 ,	0.9938014511578892 ,	-0.25961927165316523 ,	-0.4032376801345114 ,							
-0.8584499999999385 ,	0.9938351321628326 ,	-0.25964039983006926 ,	-0.40320238444668993 ,							
-0.8584999999999385 ,	0.993868813167776 ,	-0.2596615280074561 ,	-0.4031670887601858 ,							
-0.8585499999999385 ,	0.9939025048511758 ,	-0.25968265749212227 ,	-0.40313179760332146 ,							
-0.8585999999999385 ,	0.9939361965345757 ,	-0.2597037869767884 ,	-0.4030965064464571 ,							
-0.8586499999999385 ,	0.9939699096785577 ,	-0.25972490659078973 ,	-0.4030612166622559 ,							
-0.8586999999999385 ,	0.9940036228225397 ,	-0.2597460262052522 ,	-0.40302592687934946 ,							
-0.8587499999999385 ,	0.9940373466439031 ,	-0.2597671471241043 ,	-0.40299064162644216 ,							
-0.8587999999999385 ,	0.9940710704652664 ,	-0.2597882680429564 ,	-0.40295535637353486 ,							
-0.8588499999999385 ,	0.9941048157459453 ,	-0.25980937908987534 ,	-0.40292007249864376 ,							
-0.8588999999999385 ,	0.9941385610266242 ,	-0.2598304901372619 ,	-0.40288478862505195 ,							
-0.8589499999999385 ,	0.9941723169836522 ,	-0.25985160248620065 ,	-0.40284950928185903 ,							
-0.8589999999999385 ,	0.9942060729406801 ,	-0.2598727148351394 ,	-0.4028142299386661 ,							
-0.8590499999999385 ,	0.9942398503554757 ,	-0.2598938173105465 ,	-0.40277895197854025 ,							
-0.8590999999999385 ,	0.9942736277702713 ,	-0.2599149197864091 ,	-0.40274367401970135 ,							
-0.8591499999999385 ,	0.9943074158605704 ,	-0.25993602356125056 ,	-0.4027084005918917 ,							
-0.8591999999999385 ,	0.9943412039508694 ,	-0.259957127336092 ,	-0.4026731271640821 ,							
-0.8592499999999385 ,	0.9943750134976418 ,	-0.2599782212360666 ,	-0.40263785512460915 ,							
-0.8592999999999384 ,	0.9944088230444141 ,	-0.25999931513653673 ,	-0.40260258308645813 ,							
-0.8593499999999384 ,	0.9944426432654975 ,	-0.2600204103329287 ,	-0.40256731557953274 ,							
-0.8593999999999384 ,	0.9944764634865808 ,	-0.2600415055293207 ,	-0.40253204807260734 ,							
-0.8594499999999384 ,	0.9945103051629504 ,	-0.26006259084974653 ,	-0.40249678195949096 ,							
-0.8594999999999384 ,	0.9945441468393199 ,	-0.2600836761706432 ,	-0.4024615158476722 ,							
-0.8595499999999384 ,	0.9945779991888206 ,	-0.26010476278444566 ,	-0.4024262542673075 ,							
-0.8595999999999384 ,	0.9946118515383213 ,	-0.2601258493982481 ,	-0.4023909926869428 ,							
-0.8596499999999384 ,	0.994645725341932 ,	-0.2601469261349275 ,	-0.4023557325057929 ,							
-0.8596999999999384 ,	0.9946795991455426 ,	-0.26016800287211905 ,	-0.40232047232597884 ,							
-0.8597499999999384 ,	0.9947134836212499 ,	-0.2601890808993639 ,	-0.40228521667798545 ,							
-0.8597999999999384 ,	0.9947473680969572 ,	-0.2602101589266087 ,	-0.40224996102999205 ,							
-0.8598499999999384 ,	0.9947812740251105 ,	-0.2602312270750201 ,	-0.40221470678612387 ,							
-0.8598999999999384 ,	0.9948151799532639 ,	-0.26025229522388815 ,	-0.40217945254353626 ,							
-0.8599499999999384 ,	0.9948490965528326 ,	-0.260273364660466 ,	-0.4021442028335871 ,							
-0.8599999999999384 ,	0.9948830131524014 ,	-0.2602944340970439 ,	-0.4021089531236379 ,							
-0.8600499999999384 ,	0.9949169512030631 ,	-0.2603154936534266 ,	-0.40207370482301613 ,							
-0.8600999999999384 ,	0.9949508892537249 ,	-0.26033655321027793 ,	-0.4020384565236861 ,							
-0.8601499999999384 ,	0.9949848379746311 ,	-0.26035761405183516 ,	-0.40200321275721923 ,							
-0.8601999999999383 ,	0.9950187866955373 ,	-0.2603786748933924 ,	-0.4019679689907524 ,							
-0.8602499999999383 ,	0.9950527568663546 ,	-0.2603997258536269 ,	-0.40193272663901536 ,							
-0.8602999999999383 ,	0.9950867270371719 ,	-0.2604207768143374 ,	-0.40189748428857364 ,							
-0.8603499999999383 ,	0.9951207078770633 ,	-0.2604418290567442 ,	-0.4018622464712113 ,							
-0.8603999999999383 ,	0.9951546887169547 ,	-0.26046288129915096 ,	-0.401827008653849 ,							
-0.8604499999999383 ,	0.9951886910055748 ,	-0.26048392365913076 ,	-0.4017917722566279 ,							
-0.8604999999999383 ,	0.995222693294195 ,	-0.26050496601958517 ,	-0.40175653586069904 ,							
-0.8605499999999383 ,	0.9952567062507245 ,	-0.26052600965872913 ,	-0.40172130399806255 ,							
-0.8605999999999383 ,	0.995290719207254 ,	-0.2605470532978731 ,	-0.40168607213542606 ,							
-0.8606499999999383 ,	0.9953247536113247 ,	-0.26056808705349704 ,	-0.401650841698342 ,							
-0.8606999999999383 ,	0.9953587880153953 ,	-0.2605891208095734 ,	-0.40161561126252865 ,							
-0.8607499999999383 ,	0.9953928330862208 ,	-0.26061015584136943 ,	-0.40158038536024965 ,							
-0.8607999999999383 ,	0.9954268781570463 ,	-0.26063119087316544 ,	-0.40154515945797065 ,							
-0.8608499999999383 ,	0.9954609446742307 ,	-0.26065221602031075 ,	-0.40150993498660575 ,							
-0.8608999999999383 ,	0.9954950111914151 ,	-0.2606732411679279 ,	-0.4014747105165335 ,							
-0.8609499999999383 ,	0.9955290883742133 ,	-0.2606942675883027 ,	-0.4014394905802364 ,							
-0.8609999999999383 ,	0.9955631655570114 ,	-0.26071529400867755 ,	-0.40140427064393935 ,							
-0.8610499999999383 ,	0.9955972641849206 ,	-0.26073631054321145 ,	-0.40136905214386254 ,							
-0.8610999999999382 ,	0.9956313628128297 ,	-0.26075732707820765 ,	-0.4013338336450618 ,							
-0.8611499999999382 ,	0.995665472105267 ,	-0.26077834488309004 ,	-0.40129861968036007 ,							
-0.8611999999999382 ,	0.9956995813977043 ,	-0.26079936268797244 ,	-0.40126340571565833 ,							
-0.8612499999999382 ,	0.9957337121340514 ,	-0.260820370605874 ,	-0.4012281931925103 ,							
-0.8612999999999382 ,	0.9957678428703984 ,	-0.26084137852423006 ,	-0.40119298067063003 ,							
-0.8613499999999382 ,	0.9958019842702228 ,	-0.26086238770964 ,	-0.4011577726831993 ,							
-0.8613999999999382 ,	0.9958361256700472 ,	-0.2608833968950499 ,	-0.40112256469576857 ,							
-0.8614499999999382 ,	0.9958702885123021 ,	-0.26090439619199496 ,	-0.4010873581549114 ,							
-0.8614999999999382 ,	0.995904451354557 ,	-0.2609253954894146 ,	-0.401052151615339 ,							
-0.8615499999999382 ,	0.995938624859432 ,	-0.2609463960512823 ,	-0.4010169496107622 ,							
-0.8615999999999382 ,	0.995972798364307 ,	-0.26096739661314994 ,	-0.4009817476061853 ,							
-0.8616499999999382 ,	0.996006993310339 ,	-0.2609883872853572 ,	-0.4009465470534464 ,							
-0.8616999999999382 ,	0.9960411882563711 ,	-0.2610093779580154 ,	-0.4009113465019689 ,							
-0.8617499999999382 ,	0.99607539386388 ,	-0.26103036989217615 ,	-0.40087615048572833 ,							
-0.8617999999999382 ,	0.9961095994713889 ,	-0.2610513618263369 ,	-0.40084095446948775 ,							
-0.8618499999999382 ,	0.9961438265188733 ,	-0.2610723438697402 ,	-0.40080575991042494 ,							
-0.8618999999999382 ,	0.9961780535663578 ,	-0.2610933259135957 ,	-0.40077056535262395 ,							
-0.8619499999999382 ,	0.9962122912741819 ,	-0.2611143092160038 ,	-0.40073537533029113 ,							
-0.8619999999999381 ,	0.9962465289820059 ,	-0.26113529251841194 ,	-0.4007001853079583 ,							
-0.8620499999999381 ,	0.9962807881286226 ,	-0.26115626592898145 ,	-0.400664996748147 ,							
-0.8620999999999381 ,	0.9963150472752393 ,	-0.2611772393400065 ,	-0.4006298081896019 ,							
-0.8621499999999381 ,	0.9963493170810551 ,	-0.26119821400663307 ,	-0.4005946241667497 ,							
-0.8621999999999381 ,	0.9963835868868709 ,	-0.26121918867325966 ,	-0.40055944014389744 ,							
-0.8622499999999381 ,	0.9964178781303079 ,	-0.26124015344696727 ,	-0.40052425758890214 ,							
-0.8622999999999381 ,	0.9964521693737449 ,	-0.2612611182211251 ,	-0.4004890750351619 ,							
-0.8623499999999381 ,	0.9964864712752423 ,	-0.2612820842479566 ,	-0.40045389701736034 ,							
-0.8623999999999381 ,	0.9965207731767396 ,	-0.2613030502747882 ,	-0.4004187189995588 ,							
-0.8624499999999381 ,	0.9965550965146889 ,	-0.2613240064076051 ,	-0.400383542454922 ,							
-0.8624999999999381 ,	0.9965894198526382 ,	-0.2613449625408958 ,	-0.40034836591156103 ,							
-0.8625499999999381 ,	0.9966237538475793 ,	-0.26136591992400615 ,	-0.4003131939044422 ,							
-0.8625999999999381 ,	0.9966580878425204 ,	-0.2613868773071165 ,	-0.40027802189732337 ,							
-0.8626499999999381 ,	0.9966924432725202 ,	-0.26140782479486485 ,	-0.4002428513684442 ,							
-0.8626999999999381 ,	0.9967267987025199 ,	-0.2614287722830705 ,	-0.40020768084082303 ,							
-0.8627499999999381 ,	0.9967611647886051 ,	-0.2614497210184701 ,	-0.4001725148499476 ,							
-0.8627999999999381 ,	0.9967955308746903 ,	-0.2614706697538697 ,	-0.40013734885907215 ,							
-0.862849999999938 ,	0.9968299183945922 ,	-0.2614916085927319 ,	-0.4001021843516509 ,							
-0.862899999999938 ,	0.9968643059144942 ,	-0.26151254743207253 ,	-0.40006701984550697 ,							
-0.862949999999938 ,	0.99689870408934 ,	-0.2615334875156584 ,	-0.4000318598763183 ,							
-0.862999999999938 ,	0.9969331022641859 ,	-0.2615544275992443 ,	-0.3999966999071296 ,							
-0.863049999999938 ,	0.9969675218716887 ,	-0.261575357785264 ,	-0.3999615414267321 ,							
-0.863099999999938 ,	0.9970019414791915 ,	-0.26159628797173384 ,	-0.39992638294758354 ,							
-0.863149999999938 ,	0.9970363717405135 ,	-0.26161721939953075 ,	-0.3998912290056235 ,							
-0.863199999999938 ,	0.9970708020018355 ,	-0.26163815082732766 ,	-0.3998560750636635 ,							
-0.863249999999938 ,	0.9971052536946334 ,	-0.26165907235651764 ,	-0.39982092261580976 ,							
-0.863299999999938 ,	0.9971397053874314 ,	-0.26167999388614827 ,	-0.39978577016919536 ,							
-0.863349999999938 ,	0.997174167732929 ,	-0.2617009166542095 ,	-0.3997506222600176 ,							
-0.863399999999938 ,	0.9972086300784266 ,	-0.2617218394222708 ,	-0.39971547435083987 ,							
-0.863449999999938 ,	0.9972431138542462 ,	-0.2617427522906297 ,	-0.3996803279410203 ,							
-0.863499999999938 ,	0.9972775976300658 ,	-0.26176366515947413 ,	-0.3996451815324801 ,							
-0.863549999999938 ,	0.9973120920574442 ,	-0.2617845792638019 ,	-0.3996100396615749 ,							
-0.863599999999938 ,	0.9973465864848226 ,	-0.26180549336812964 ,	-0.3995748977906697 ,							
-0.863649999999938 ,	0.9973811023413736 ,	-0.2618263975717542 ,	-0.39953975742444986 ,							
-0.863699999999938 ,	0.9974156181979246 ,	-0.2618473017758576 ,	-0.3995046170595027 ,							
-0.863749999999938 ,	0.9974501447049491 ,	-0.26186820721258475 ,	-0.39946948123246145 ,							
-0.863799999999938 ,	0.9974846712119736 ,	-0.2618891126493119 ,	-0.3994343454054202 ,							
-0.863849999999938 ,	0.9975192191468679 ,	-0.261910008184104 ,	-0.39939921108817805 ,							
-0.8638999999999379 ,	0.9975537670817622 ,	-0.261930903719371 ,	-0.3993640767722007 ,							
-0.8639499999999379 ,	0.9975883256661565 ,	-0.261951800484555 ,	-0.39932894699453386 ,							
-0.8639999999999379 ,	0.9976228842505508 ,	-0.26197269724973904 ,	-0.399293817216867 ,							
-0.8640499999999379 ,	0.9976574642616107 ,	-0.2619935841119112 ,	-0.39925868895423644 ,							
-0.8640999999999379 ,	0.9976920442726707 ,	-0.26201447097454067 ,	-0.39922356069285436 ,							
-0.8641499999999379 ,	0.9977266349321082 ,	-0.262035359064191 ,	-0.39918843697001266 ,							
-0.8641999999999379 ,	0.9977612255915458 ,	-0.26205624715384135 ,	-0.39915331324717096 ,							
-0.8642499999999379 ,	0.9977958376764962 ,	-0.26207712533945104 ,	-0.3991181910446358 ,							
-0.8642999999999379 ,	0.9978304497614465 ,	-0.2620980035255318 ,	-0.39908306884335976 ,							
-0.8643499999999379 ,	0.9978650724936511 ,	-0.26211888293572055 ,	-0.3990479511808351 ,							
-0.8643999999999379 ,	0.9978996952258556 ,	-0.2621397623459093 ,	-0.3990128335183104 ,							
-0.8644499999999379 ,	0.9979343393824244 ,	-0.26216063185105754 ,	-0.3989777173813768 ,							
-0.8644999999999379 ,	0.9979689835389931 ,	-0.26218150135666585 ,	-0.3989426012456915 ,							
-0.8645499999999379 ,	0.998003638341697 ,	-0.26220237208349345 ,	-0.3989074896489849 ,							
-0.8645999999999379 ,	0.998038293144401 ,	-0.26222324281032106 ,	-0.3988723780522784 ,							
-0.8646499999999379 ,	0.9980729693703195 ,	-0.2622441036310924 ,	-0.3988372679864237 ,							
-0.8646999999999379 ,	0.9981076455962381 ,	-0.2622649644523176 ,	-0.3988021579218093 ,							
-0.8647499999999378 ,	0.998142332467181 ,	-0.26228582649188154 ,	-0.3987670523964039 ,							
-0.8647999999999378 ,	0.9981770193381239 ,	-0.26230668853144545 ,	-0.39873194687099855 ,							
-0.8648499999999378 ,	0.9982117276311288 ,	-0.2623275406639407 ,	-0.39869684288169766 ,							
-0.8648999999999378 ,	0.9982464359241336 ,	-0.2623483927969107 ,	-0.39866173889365436 ,							
-0.8649499999999378 ,	0.9982811548610515 ,	-0.26236924614532925 ,	-0.3986266394450376 ,							
-0.8649999999999378 ,	0.9983158737979694 ,	-0.2623900994937478 ,	-0.3985915399964209 ,							
-0.8650499999999378 ,	0.9983506141557944 ,	-0.2624109429340701 ,	-0.39855644208913515 ,							
-0.8650999999999378 ,	0.9983853545136194 ,	-0.2624317863748744 ,	-0.3985213441831127 ,							
-0.8651499999999378 ,	0.9984201055142612 ,	-0.2624526310282743 ,	-0.39848625081676303 ,							
-0.8651999999999378 ,	0.998454856514903 ,	-0.26247347568167423 ,	-0.3984511574504134 ,							
-0.8652499999999378 ,	0.9984896289352909 ,	-0.26249431042595317 ,	-0.3984160656306132 ,							
-0.8652999999999378 ,	0.9985244013556789 ,	-0.2625151451707146 ,	-0.3983809738120756 ,							
-0.8653499999999378 ,	0.9985591844177855 ,	-0.26253598112521437 ,	-0.39834588653344893 ,							
-0.8653999999999378 ,	0.998593967479892 ,	-0.2625568170797141 ,	-0.39831079925482227 ,							
-0.8654499999999378 ,	0.9986287719606105 ,	-0.26257764312410686 ,	-0.3982757135279866 ,							
-0.8654999999999378 ,	0.998663576441329 ,	-0.2625984691689984 ,	-0.39824062780242786 ,							
-0.8655499999999378 ,	0.9986983915626866 ,	-0.26261929642078685 ,	-0.39820554661702634 ,							
-0.8655999999999378 ,	0.9987332066840442 ,	-0.2626401236725753 ,	-0.3981704654316248 ,							
-0.8656499999999377 ,	0.9987680432227434 ,	-0.2626609410131096 ,	-0.39813538580310553 ,							
-0.8656999999999377 ,	0.9988028797614426 ,	-0.26268175835412544 ,	-0.3981003061758431 ,							
